Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
ETH,2019-12-28,128.0111453111,126.1493765257,129.3741249045,125.7484878254
ETH,2019-12-29,134.7680350143,128.0113804058,137.8062787115,127.2727016731
ETH,2019-12-30,132.0730737137,134.2790970367,136.0115698803,130.0177845802
ETH,2019-12-31,128.7226035036,132.1265273155,133.4051840668,127.846576584
ETH,2020-01-01,129.8873633242,128.7216212353,132.6791742547,128.270383906
ETH,2020-01-02,127.0556008747,129.8863430809,130.6324406641,126.1302468569
ETH,2020-01-03,132.9708331543,127.0556008747,134.6841515877,125.4814193736
ETH,2020-01-04,133.8206207495,132.9703016886,135.5848146327,132.3263510971
ETH,2020-01-05,134.8342522004,133.8167911464,138.1953580425,133.5430080138
ETH,2020-01-06,143.1316009393,135.2739361935,143.5312380421,134.741075174
ETH,2020-01-07,142.133414011,143.1324736319,145.3194577462,138.9961843024
ETH,2020-01-08,140.3393936759,142.1874732484,147.8878585617,137.0702811602
ETH,2020-01-09,137.4949989813,140.5102540496,141.3850517365,135.4280273673
ETH,2020-01-10,142.8347833627,137.4955700047,145.1033112786,135.2747290424
ETH,2020-01-11,143.0715916414,144.8464765369,147.8492529133,142.0189513739
ETH,2020-01-12,145.2809936515,143.0715231225,145.7229897092,141.7851073239
ETH,2020-01-13,143.9369170091,145.3010869285,146.9424926044,142.1317501882
ETH,2020-01-14,163.8546314577,143.5929432203,170.7564251758,143.5882635704
ETH,2020-01-15,166.5383398703,163.8406103648,171.6563009014,158.8671804523
ETH,2020-01-16,163.9372081347,166.3027404324,167.217221392,158.1935887276
ETH,2020-01-17,171.5889767813,163.937012032,174.077917304,161.993060011
ETH,2020-01-18,176.7004339689,171.5958831713,179.1611162983,164.9857579834
ETH,2020-01-19,166.0633101409,176.6578850177,177.8974233599,161.6662374274
ETH,2020-01-20,167.5725368448,166.0631809193,169.2062998749,161.0670262194
ETH,2020-01-21,169.0544916457,167.3736339618,169.9529092157,164.1286409364
ETH,2020-01-22,167.1518344609,169.0544205089,171.1612131665,165.682081616
ETH,2020-01-23,162.6714166963,167.1518145691,167.82455463,158.8187964204
ETH,2020-01-24,162.8065223703,162.3679148834,164.2163653709,155.2544170724
ETH,2020-01-25,160.9178681144,162.8065025247,163.7269775155,157.3198028334
ETH,2020-01-26,166.7218659174,160.9179031781,167.5504987233,159.1773128596
ETH,2020-01-27,169.8001125623,166.722803283,171.7815362964,164.9161588519
ETH,2020-01-28,173.5481484134,169.8014550205,174.2348638152,169.5018639747
ETH,2020-01-29,175.4603220555,173.5175971105,178.2467886942,173.0267158889
ETH,2020-01-30,186.2620413732,173.5603847394,186.3123395629,170.5479945252
ETH,2020-01-31,181.7284342096,186.3285604061,186.6111016251,175.0291984558
ETH,2020-02-01,182.7739888825,181.7283382141,184.0332784934,179.0145943471
ETH,2020-02-02,189.3125531442,183.4823208273,193.2911003528,178.9859951724
ETH,2020-02-03,189.2575928573,189.3134156538,195.0897200057,186.5603487449
ETH,2020-02-04,188.6750821693,189.6130188487,191.3409660497,184.3270487816
ETH,2020-02-05,204.5305348023,188.6684408803,207.4707775555,187.6323374327
ETH,2020-02-06,211.2924866236,203.5375203255,216.13139851,201.0790494251
ETH,2020-02-07,221.8331393853,211.2919392725,224.4646952586,210.8638616787
ETH,2020-02-08,224.0294271926,221.8323626041,227.6191841955,213.2555275609
ETH,2020-02-09,228.0443089591,223.318134481,230.8103671753,223.1313498232
ETH,2020-02-10,223.3196378015,228.0450893991,229.5480392672,216.4743144543
ETH,2020-02-11,237.8783454792,222.9542937233,239.6841923403,218.1670883963
ETH,2020-02-12,268.3962677099,237.886199322,275.4723672202,236.4062898677
ETH,2020-02-13,266.251814938,268.3807600766,277.9827304635,255.740906833
ETH,2020-02-14,284.0004908975,268.580604928,285.4471774351,260.3258231085
ETH,2020-02-15,267.3531862573,283.9993077954,289.0017948137,261.3504166183
ETH,2020-02-16,255.3551842166,267.3499373926,273.9227613962,234.4556604486
ETH,2020-02-17,261.1372306808,259.3453376205,263.2025109357,242.5995295198
ETH,2020-02-18,281.3812072446,261.1376117575,286.3718583351,259.5321879605
ETH,2020-02-19,265.1448245328,281.4042932001,286.7519742209,251.6772124517
ETH,2020-02-20,259.714134462,258.8474449136,264.2184464238,246.1780144603
ETH,2020-02-21,263.9493850062,259.7110003601,268.6092345691,254.0968941632
ETH,2020-02-22,262.5732338444,265.6881601415,267.2730735118,256.7366519838
ETH,2020-02-23,272.842806741,262.5691731011,275.3366176225,261.2756992842
ETH,2020-02-24,263.8974852045,272.8473477755,277.7083620019,257.0230483126
ETH,2020-02-25,251.9396762368,263.8960707449,267.0061490175,244.3759790891
ETH,2020-02-26,225.6910701407,251.9397915485,251.9807182041,215.5426205679
ETH,2020-02-27,228.5854083328,223.8823233419,238.428280975,210.1001735426
ETH,2020-02-28,229.7854127591,227.627209955,234.7948751246,214.4878151301
ETH,2020-02-29,223.4992880371,229.7860462083,233.2691991915,221.4456151215
ETH,2020-03-01,218.7777359829,223.4992679279,227.7760850033,212.1268018259
ETH,2020-03-02,230.8129519843,218.776883365,234.185262591,215.8928095208
ETH,2020-03-03,224.6566350887,232.0343098569,232.6650573012,219.9493612118
ETH,2020-03-04,223.5277346882,224.6562558794,229.047914002,220.4809357928
ETH,2020-03-05,229.4143467317,223.5285236349,234.2592546315,223.5260538292
ETH,2020-03-06,240.4900817249,228.9365790491,241.8133380628,227.9712265786
ETH,2020-03-07,240.5548523654,240.5176726164,252.5990377317,236.612071398
ETH,2020-03-08,204.4108196421,240.5743930247,240.652294944,203.5604328281
ETH,2020-03-09,198.977350888,204.4095970244,209.7067017951,189.8228920363
ETH,2020-03-10,203.1258771789,203.1224284151,206.4171339898,195.9137127231
ETH,2020-03-11,194.4277839901,203.127774761,203.1525263169,181.7249688415
ETH,2020-03-12,127.2928961752,194.4190713723,195.6348960324,125.3989109703
ETH,2020-03-13,134.821028807,127.2961436395,142.7696370577,89.1220356489
ETH,2020-03-14,124.9746147264,134.8209002257,138.6602972826,123.5202340222
ETH,2020-03-15,123.7851092569,124.9783658884,140.1188474624,120.3637020825
ETH,2020-03-16,107.8983447851,123.7056713865,125.3449192428,101.1181961754
ETH,2020-03-17,118.3424035726,107.9063584543,120.9954964615,107.5406348059
ETH,2020-03-18,116.6065978423,118.3389189259,119.0685754114,110.7148691528
ETH,2020-03-19,140.8145457143,116.5963986521,143.5123451585,115.9858314049
ETH,2020-03-20,131.7531579935,140.8218464886,153.1439813657,116.6076330798
ETH,2020-03-21,133.0816861128,131.7649583177,137.8092859496,126.0691947833
ETH,2020-03-22,123.2739471992,133.05697586,137.6053555232,122.3096235458
ETH,2020-03-23,133.5701413598,122.4791515059,137.8896111553,119.7426464081
ETH,2020-03-24,140.1136998719,133.5755785677,144.3268148247,133.0782176463
ETH,2020-03-25,136.2496619479,140.1092093649,142.7179379418,133.2704226496
ETH,2020-03-26,136.6194963443,136.3739675533,139.0568575645,133.702440094
ETH,2020-03-27,137.3184524143,136.6185794206,141.802713768,134.9075113154
ETH,2020-03-28,131.2719316892,137.3174606221,137.3480397441,125.3914770663
ETH,2020-03-29,125.7283385468,131.2752902627,132.1039718049,124.0249906833
ETH,2020-03-30,133.7604753284,124.4850282274,135.4305767649,124.1211867561
ETH,2020-03-31,133.8929305752,133.7498003951,135.2848049753,130.6133358769
ETH,2020-04-01,133.652561146,133.9133316211,134.9038179143,128.9923832621
ETH,2020-04-02,142.5059265378,133.6531151819,149.9255285839,133.5361133453
ETH,2020-04-03,141.9206657029,141.4470882982,146.9356897945,137.183130891
ETH,2020-04-04,144.1399041259,141.9150412189,146.5603123356,139.0690012503
ETH,2020-04-05,143.4993181165,144.4429550043,145.935556796,140.8570066108
ETH,2020-04-06,165.9462413993,143.5003602665,167.6462617058,142.761690799
ETH,2020-04-07,166.4521496289,165.9313096504,176.4758147451,162.493916018
ETH,2020-04-08,172.8180918913,166.4529167677,174.5494637085,163.243218735
ETH,2020-04-09,170.898713977,172.8060053028,173.7712735332,165.6592749018
ETH,2020-04-10,158.3075978475,170.8986142448,171.0957701428,152.6164801913
ETH,2020-04-11,158.0101429539,158.1338529173,161.5064601245,154.169460904
ETH,2020-04-12,162.02302301,158.007009454,165.4789779607,155.3892854918
ETH,2020-04-13,158.3185448242,162.0230236994,162.6436820411,150.2139599726
ETH,2020-04-14,159.7720237128,158.1904743542,162.2260862684,155.7097621637
ETH,2020-04-15,155.7292612634,159.769634395,161.4999131629,155.4397948079
ETH,2020-04-16,174.0709971712,153.0130095367,174.5424392213,148.6120061603
ETH,2020-04-17,170.4157420989,174.0950674544,174.9407824853,168.4524385031
ETH,2020-04-18,188.1478721138,170.414499105,189.7083242888,170.414499105
ETH,2020-04-19,182.8541797091,188.022837057,189.6751419615,176.5802220005
ETH,2020-04-20,171.3567484442,182.8504561457,186.6824071534,167.0758817879
ETH,2020-04-21,173.0543256318,171.3555134803,174.8467838051,168.6138451654
ETH,2020-04-22,182.209943997,173.0531734723,184.2367889991,170.1791847887
ETH,2020-04-23,189.0411510002,182.2104001292,193.4271813748,178.3381224275
ETH,2020-04-24,186.7921766308,187.8383870206,189.9548662096,184.9609260102
ETH,2020-04-25,193.6154221891,186.7922836107,198.1591867942,186.0531398714
ETH,2020-04-26,195.0902574962,193.6142324268,199.9994174867,192.6599518934
ETH,2020-04-27,197.0252359564,195.0914234001,199.2723365395,190.244903661
ETH,2020-04-28,197.310224911,196.8082325841,198.0333933092,192.6974719385
ETH,2020-04-29,215.2002836303,197.3100657691,219.3370900228,196.7336124476
ETH,2020-04-30,210.6202341702,215.1289574035,227.4632500987,202.2787787926
ETH,2020-05-01,212.3596701949,210.6227819507,217.5523222656,205.4940718338
ETH,2020-05-02,214.7327163811,212.3608688402,215.8868401065,210.79816406
ETH,2020-05-03,210.186762411,214.468866682,219.8058106908,205.7052979905
ETH,2020-05-04,207.6209439135,210.1831644341,210.7856383804,195.3044076546
ETH,2020-05-05,205.092216255,207.6194601556,211.873669248,201.4883896842
ETH,2020-05-06,206.1612678004,205.5914139138,211.0983499235,202.2826851778
ETH,2020-05-07,212.970768396,206.1614410139,215.2475411747,197.2693053261
ETH,2020-05-08,213.6120027829,212.9740680423,216.724547681,207.348637873
ETH,2020-05-09,211.372735156,213.620015018,215.3336101458,209.1647938328
ETH,2020-05-10,188.6446608457,211.3656223364,212.1112049883,180.8481710937
ETH,2020-05-11,186.0147754649,187.7541425977,193.7202067419,176.4929059586
ETH,2020-05-12,189.8181868394,186.0055493026,192.3451120775,183.9696720261
ETH,2020-05-13,199.471247703,190.0451615281,201.2871007591,188.7042576596
ETH,2020-05-14,203.7694208006,199.4691312881,206.1465775264,196.0343206898
ETH,2020-05-15,196.1392798869,203.2278953484,204.078240382,191.7253123368
ETH,2020-05-16,201.4660091385,196.1356100257,203.2352094494,193.2292918609
ETH,2020-05-17,207.4047794108,201.4678380536,209.741940357,199.714298253
ETH,2020-05-18,214.5257267984,206.958977429,216.7254540057,206.9555381664
ETH,2020-05-19,213.6812562322,214.5154874947,216.0656567187,209.3485393396
ETH,2020-05-20,209.8536710415,213.6803599448,215.4787237115,206.0796064365
ETH,2020-05-21,200.2877989063,209.8502129526,211.5762202129,191.5550319995
ETH,2020-05-22,208.0416960737,200.2859745086,209.1385279314,196.2872486548
ETH,2020-05-23,207.6257022565,208.0324657325,211.2689489963,204.8650978582
ETH,2020-05-24,206.452974771,207.6066018029,210.5720353803,201.822772114
ETH,2020-05-25,204.038221714,206.4468955111,206.4837506405,198.104269964
ETH,2020-05-26,201.2088663208,204.0379521386,205.0093602657,197.0367907963
ETH,2020-05-27,206.1006556031,201.2088663206,207.9944507042,200.5210605992
ETH,2020-05-28,216.5178744013,206.0985450101,216.7993318037,202.1671566902
ETH,2020-05-29,220.5019166374,216.5247350842,224.6402210043,216.2318115129
ETH,2020-05-30,243.6303481192,220.8556352514,246.8044660661,218.8650761494
ETH,2020-05-31,231.2504175786,243.6270585284,245.2636687554,229.7878560698
ETH,2020-06-01,250.0599160501,231.2100601725,250.7284854657,230.6284228458
ETH,2020-06-02,237.3090652858,250.0726041158,253.147878327,226.29373382
ETH,2020-06-03,244.5193627884,237.3095508894,245.0051614421,233.6978643143
ETH,2020-06-04,243.4132803896,244.5416669637,246.5683121705,236.4287199802
ETH,2020-06-05,240.7663785849,243.420504845,248.0077120602,239.3617532687
ETH,2020-06-06,242.3213962566,240.7523323749,244.67170298,238.0540542749
ETH,2020-06-07,243.825655085,242.3213939748,245.2421558585,235.0061350069
ETH,2020-06-08,247.0407955737,243.8256907979,247.2317980298,241.0991912782
ETH,2020-06-09,244.5428506736,247.0468660299,249.7179110174,239.427573638
ETH,2020-06-10,247.4454296066,244.5875966792,250.0458471899,242.4295597171
ETH,2020-06-11,230.5056339076,247.4446279621,250.0579672684,226.1818994218
ETH,2020-06-12,237.2197469187,230.5220549828,239.474035864,228.2728449325
ETH,2020-06-13,238.2201400896,237.2259908291,238.7501715182,234.635040874
ETH,2020-06-14,232.6132804986,238.2201400918,238.5668448215,229.9142633219
ETH,2020-06-15,231.2550027053,232.6115651761,233.4718071922,218.2724276744
ETH,2020-06-16,234.7509210246,231.2543429366,236.0721563915,228.898786026
ETH,2020-06-17,234.0310260214,234.754450543,237.1685502278,227.6893279499
ETH,2020-06-18,231.8059383408,234.0394744702,234.4131058609,227.7414772358
ETH,2020-06-19,228.8903067734,231.8061482086,231.9706212969,226.5965290489
ETH,2020-06-20,228.7451598817,228.8772879947,230.6571439769,225.8520172551
ETH,2020-06-21,227.6154756679,228.7389242343,231.2319378901,227.047957336
ETH,2020-06-22,243.2281939759,227.6089252779,246.7635912652,227.3859651164
ETH,2020-06-23,242.9270899437,243.2114216762,245.0346187976,241.06684677
ETH,2020-06-24,235.1756535949,242.927089944,249.1445582409,231.0995675089
ETH,2020-06-25,232.5691463771,235.1886592592,235.3297723825,227.4208050094
ETH,2020-06-26,229.9450697712,232.5696026564,233.3176591565,227.7160537178
ETH,2020-06-27,221.4079023706,229.9394928887,231.2253372644,216.2631715344
ETH,2020-06-28,224.1848295462,221.4086713152,227.804099542,218.1223887287
ETH,2020-06-29,228.3333420231,224.1895353556,229.8553495685,221.2218593266
ETH,2020-06-30,225.9467950844,228.3333292181,228.6460042421,222.9864633795
ETH,2020-07-01,230.7048874981,225.6863921064,232.743117606,224.3149086425
ETH,2020-07-02,226.7229790237,231.1948375875,232.1479266582,223.1761590164
ETH,2020-07-03,226.3593386336,226.6998415409,228.2929203932,225.6915410007
ETH,2020-07-04,228.8071990379,225.1198565553,230.5455781737,224.6385923645
ETH,2020-07-05,227.0958437535,229.309123778,229.9518913392,223.464013225
ETH,2020-07-06,238.9297010239,227.7624211284,240.9430667198,227.1229375302
ETH,2020-07-07,238.4339891225,241.6816950102,243.6876558661,234.9989090195
ETH,2020-07-08,248.281879338,239.5282277474,249.1250615449,238.0663647129
ETH,2020-07-09,241.7872199263,247.2208495129,247.739365168,238.068827205
ETH,2020-07-10,240.1467526502,242.080879565,242.2688319967,235.9863512158
ETH,2020-07-11,238.9943354723,241.3130855443,241.7917444563,237.9151047193
ETH,2020-07-12,240.22366586,239.4193572732,244.077026534,236.8386734901
ETH,2020-07-13,239.3273161658,243.0083433906,245.3246083409,237.5843573271
ETH,2020-07-14,240.8414253109,239.5313593297,242.145283665,237.0269581922
ETH,2020-07-15,238.4254490792,240.5938874718,241.4743466639,236.7810484981
ETH,2020-07-16,233.0853182123,238.4149784216,239.2174144608,230.2432230435
ETH,2020-07-17,232.8975949922,233.5424064252,234.5992820468,231.7124909118
ETH,2020-07-18,235.7401242173,232.7958737371,237.057444937,232.4669595519
ETH,2020-07-19,237.7425541334,236.0131451355,238.1493903712,233.5973430999
ETH,2020-07-20,236.0678442243,239.1809758274,239.8136688271,234.3968831918
ETH,2020-07-21,245.2152674702,236.1469913183,247.0502209127,235.7492582577
ETH,2020-07-22,264.0682844678,245.8905627471,269.0305095585,242.1903047688
ETH,2020-07-23,275.8085217294,264.2264986103,280.6860003188,262.2727265921
ETH,2020-07-24,282.0835888641,275.7213120686,287.6346626468,268.6070504573
ETH,2020-07-25,305.6981196217,279.712563016,307.6532120965,279.6943664679
ETH,2020-07-26,312.1649089443,305.7557998871,318.8569499655,300.5163329315
ETH,2020-07-27,329.6317211075,311.2393860098,333.5037645767,311.2257033378
ETH,2020-07-28,317.1500090147,322.2859019811,327.1706726034,306.229000824
ETH,2020-07-29,322.5821788488,317.3983328562,325.4884542828,312.9461628183
ETH,2020-07-30,336.2069898243,318.3178662892,342.2068666315,314.8993058941
ETH,2020-07-31,346.0277183338,335.2509921303,349.826223511,329.2374484843
ETH,2020-08-01,385.3971442278,346.8799144534,393.4227808108,343.7725390932
ETH,2020-08-02,376.7304077565,387.6319772246,415.7137670232,329.7443178353
ETH,2020-08-03,389.0088526187,372.3310989279,398.1827004586,367.387042744
ETH,2020-08-04,391.4719188271,386.3841649531,401.1792016614,381.6972367843
ETH,2020-08-05,398.7823155558,389.7739841582,407.3695248685,384.5096976436
ETH,2020-08-06,395.0946703368,401.1942824965,403.8119093162,392.8564488164
ETH,2020-08-07,382.7311751829,395.3629341207,398.7223770995,364.6081633244
ETH,2020-08-08,390.808826242,379.8457064085,393.4506925812,376.5714583997
ETH,2020-08-09,388.3353162731,397.2580927816,400.2300285176,384.4175907289
ETH,2020-08-10,395.3996937457,390.504577658,399.8476916933,386.07178865
ETH,2020-08-11,375.7376315945,395.9138296672,398.1078858485,367.4094423468
ETH,2020-08-12,385.6144268142,379.2203395385,389.6743609879,366.396122481
ETH,2020-08-13,426.5197717722,387.3415773534,431.5745452131,377.3046128062
ETH,2020-08-14,439.4651311644,424.881045254,444.6363674875,418.1696471136
ETH,2020-08-15,432.5808730567,438.9316946123,443.1990258271,428.5819232373
ETH,2020-08-16,432.9948222845,432.6224965686,437.2198304115,413.3227680751
ETH,2020-08-17,439.1354267206,433.820497493,446.4511175885,420.8027613118
ETH,2020-08-18,426.6580775702,431.3676954553,434.2467909,415.1707999102
ETH,2020-08-19,406.7773731283,422.400274926,427.0039349853,394.2827799572
ETH,2020-08-20,414.892313138,407.9056876456,419.5986160193,403.0389145344
ETH,2020-08-21,392.9193709266,416.327704322,419.0840095168,386.304653236
ETH,2020-08-22,393.7887017486,388.2547095119,395.3278973507,380.3753115549
ETH,2020-08-23,392.2001782169,395.7003591,397.2778679559,384.0666779103
ETH,2020-08-24,406.0046385673,391.0885828063,408.8267150008,388.0029419871
ETH,2020-08-25,383.7475333924,408.0597611801,409.2408014043,370.4092629318
ETH,2020-08-26,386.442205636,383.4401407168,393.423672538,378.0925844811
ETH,2020-08-27,381.5294806967,385.9954626054,397.3093057151,372.434146578
ETH,2020-08-28,391.9147663738,383.6367344765,398.0637661476,380.2925820805
ETH,2020-08-29,402.90311604,395.6468275833,406.0306685852,392.6472847163
ETH,2020-08-30,423.0770923093,399.0898440034,428.0834931275,398.8473637463
ETH,2020-08-31,435.2801714861,429.0059962,439.3442035102,419.2185815085
ETH,2020-09-01,480.5552222401,434.1475041025,488.8938492235,429.8748398733
ETH,2020-09-02,441.8792972944,475.41436486,481.3955001103,421.8353335877
ETH,2020-09-03,399.5571540928,440.3346759471,451.0626435787,392.6973368629
ETH,2020-09-04,391.8715284748,382.5405618575,401.1209305854,372.7130798487
ETH,2020-09-05,329.0848011726,386.0594302961,394.8616499131,312.1050554298
ETH,2020-09-06,349.4605531884,335.4103155017,359.4572170257,317.236665121
ETH,2020-09-07,354.3037632168,353.0927521017,357.5864908827,325.1598125177
ETH,2020-09-08,334.025416843,353.7657005608,356.7595736251,326.0584828202
ETH,2020-09-09,354.513329323,337.6975033565,359.3516322396,331.0640466839
ETH,2020-09-10,367.1263141396,351.208679324,377.2493001336,350.5790158873
ETH,2020-09-11,374.2875958676,368.2165020788,375.4540415519,356.1667704541
ETH,2020-09-12,383.9274938089,374.1000639654,387.1178059664,365.5623093333
ETH,2020-09-13,364.5362187519,388.0735382863,390.2242988663,354.0953334658
ETH,2020-09-14,373.5045266209,366.5649239094,384.7086626017,357.9141113629
ETH,2020-09-15,365.8433246496,377.4456461938,382.0639934031,362.7307765434
ETH,2020-09-16,367.4346465463,364.3129883513,373.7356222295,355.5369465471
ETH,2020-09-17,389.3184007746,365.5061959268,394.2224299943,363.8658284739
ETH,2020-09-18,382.9262672477,389.5977603471,392.6615703695,376.0762711272
ETH,2020-09-19,384.2505679659,384.6413320908,388.5075903656,377.5894374125
ETH,2020-09-20,367.3231536518,385.3986061648,385.5320542512,365.4523377946
ETH,2020-09-21,347.5680272914,371.1952363429,376.366820723,331.8381434834
ETH,2020-09-22,345.1418278286,340.45670978,346.8119138796,336.0199241659
ETH,2020-09-23,322.3349074502,344.3569918652,344.9397137778,320.3396714874
ETH,2020-09-24,348.9888398557,320.5545124651,350.7891132073,316.9143020253
ETH,2020-09-25,354.7818318623,348.9933377017,357.9465076284,338.369065255
ETH,2020-09-26,354.0452726273,352.0351311687,356.1357380921,346.3049388179
ETH,2020-09-27,354.9380677088,354.1211199622,362.1249606025,347.3860775081
ETH,2020-09-28,361.7481129229,357.5575086745,368.0385349614,355.1668873842
ETH,2020-09-29,357.3310057778,353.8336713792,359.5173126641,350.5193815288
ETH,2020-09-30,358.7399606682,359.8496345618,360.0293783598,351.6408428663
ETH,2020-10-01,352.0332681871,359.8348106589,369.7003047679,345.8640897696
ETH,2020-10-02,345.3998475591,353.172226906,354.5845005115,334.6079929849
ETH,2020-10-03,347.1718312811,345.8401300586,351.3453579637,344.0512501826
ETH,2020-10-04,351.6400320431,346.4838160306,354.4595269385,344.5204437807
